fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3490,7.60,0.310,0.24,1.80,0.037,39.0,150.0,0.991300,3.05,0.44,11.800000,7
3491,8.00,0.200,0.44,1.00,0.057,24.0,111.0,0.991580,3.09,0.32,11.200000,6
3492,6.00,0.280,0.27,15.50,0.036,31.0,134.0,0.994080,3.19,0.44,13.000000,7
3493,6.00,0.280,0.27,15.50,0.036,31.0,134.0,0.994080,3.19,0.44,13.000000,7
3494,6.70,0.240,0.36,8.40,0.042,42.0,123.0,0.994730,3.34,0.52,10.900000,6
3495,6.30,0.220,0.28,2.40,0.042,38.0,102.0,0.989980,3.14,0.37,11.600000,7
3496,6.00,0.240,0.28,3.95,0.038,61.0,134.0,0.991460,3.30,0.54,11.300000,7
3497,7.70,0.430,1.00,19.95,0.032,42.0,164.0,0.997420,3.29,0.50,12.000000,6
3498,6.40,0.300,0.36,2.00,0.052,18.0,141.0,0.992730,3.38,0.53,10.500000,6
3499,6.10,0.330,0.30,3.00,0.036,30.0,124.0,0.989220,3.31,0.40,13.100000,7
3500,6.00,0.280,0.27,15.50,0.036,31.0,134.0,0.994080,3.19,0.44,13.000000,7
3501,6.70,0.240,0.36,8.40,0.042,42.0,123.0,0.994730,3.34,0.52,10.900000,6
3502,6.70,0.290,0.45,14.30,0.054,30.0,181.0,0.998690,3.14,0.57,9.100000,5
3503,6.90,0.330,0.31,4.20,0.040,21.0,93.0,0.989600,3.18,0.48,13.400000,7
3504,6.50,0.160,0.34,1.40,0.029,29.0,133.0,0.991080,3.33,0.64,11.500000,7
3505,6.00,0.200,0.32,3.00,0.031,26.0,118.0,0.991340,3.38,0.68,11.200000,7
3506,7.50,0.330,0.28,4.90,0.042,21.0,155.0,0.993850,3.36,0.57,10.900000,6
3507,7.10,0.360,0.28,2.40,0.036,35.0,115.0,0.989360,3.19,0.44,13.500000,7
3508,6.70,0.290,0.45,14.30,0.054,30.0,181.0,0.998690,3.14,0.57,9.100000,5
3509,6.40,0.260,0.25,10.70,0.046,66.0,179.0,0.996060,3.17,0.55,9.900000,6
3510,7.00,0.220,0.24,11.00,0.041,75.0,167.0,0.995080,2.98,0.56,10.500000,6
3511,6.50,0.190,0.28,1.40,0.046,22.0,90.0,0.990380,3.18,0.51,11.700000,7
3512,6.30,0.210,0.31,1.20,0.043,30.0,117.0,0.991580,3.49,0.68,11.000000,6
3513,7.90,0.350,0.28,12.90,0.032,13.0,63.0,0.993200,2.99,0.43,13.000000,6
3514,7.70,0.380,0.23,10.80,0.030,28.0,95.0,0.991640,2.93,0.41,13.600000,6
3515,6.80,0.190,0.33,1.30,0.031,22.0,87.0,0.989870,3.08,0.62,12.300000,7
3516,7.20,0.330,0.34,2.00,0.044,61.0,171.0,0.989470,3.25,0.53,13.300000,7
3517,6.60,0.290,0.29,1.80,0.036,38.0,102.0,0.988190,3.08,0.42,13.700000,7
3518,7.50,0.200,0.41,1.20,0.050,26.0,131.0,0.991330,3.19,0.52,11.100000,5
3519,6.90,0.330,0.62,7.50,0.038,46.0,132.0,0.991430,3.23,0.43,13.400000,7
3520,6.00,0.230,0.15,9.70,0.048,101.0,207.0,0.995710,3.05,0.30,9.100000,5
3521,5.90,0.230,0.24,3.80,0.038,61.0,152.0,0.991390,3.31,0.50,11.300000,7
3522,6.60,0.320,0.41,7.20,0.048,55.0,178.0,0.995370,3.20,0.46,9.400000,5
3523,6.00,0.230,0.15,9.70,0.048,101.0,207.0,0.995710,3.05,0.30,9.100000,5
3524,5.30,0.360,0.27,6.30,0.028,40.0,132.0,0.991860,3.37,0.40,11.600000,6
3525,5.30,0.360,0.27,6.30,0.028,40.0,132.0,0.991860,3.37,0.40,11.600000,6
3526,8.90,0.270,0.28,0.80,0.024,29.0,128.0,0.989840,3.01,0.35,12.400000,6
3527,7.60,0.230,0.29,8.60,0.053,65.0,146.0,0.996300,3.11,0.32,9.800000,6
3528,6.90,0.750,0.13,6.30,0.036,19.0,50.0,0.993120,3.09,0.25,11.100000,4
3529,7.10,0.350,0.27,3.10,0.034,28.0,134.0,0.989700,3.26,0.38,13.100000,7
3530,7.20,0.310,0.35,7.20,0.046,45.0,178.0,0.995500,3.14,0.53,9.700000,5
3531,6.40,0.280,0.44,7.10,0.048,49.0,179.0,0.995280,3.15,0.48,9.200000,5
3532,7.20,0.230,0.46,6.40,0.036,17.0,85.0,0.992790,3.10,0.78,11.700000,6
3533,6.60,0.220,0.30,14.70,0.045,50.0,136.0,0.997040,3.14,0.37,10.600000,6
3534,7.20,0.310,0.35,7.20,0.046,45.0,178.0,0.995500,3.14,0.53,9.700000,5
3535,6.40,0.280,0.44,7.10,0.048,49.0,179.0,0.995280,3.15,0.48,9.200000,5
3536,7.20,0.240,0.28,1.90,0.032,30.0,92.0,0.991400,3.10,0.39,10.900000,6
3537,6.20,0.270,0.47,1.20,0.146,28.0,105.0,0.992240,3.23,0.51,10.100000,5
3538,6.50,0.280,0.25,4.80,0.029,54.0,128.0,0.990740,3.17,0.44,12.200000,7
3539,7.20,0.270,0.31,1.20,0.031,27.0,80.0,0.988920,3.03,0.33,12.700000,6
3540,7.80,0.280,0.25,3.40,0.024,27.0,99.0,0.989590,2.98,0.37,13.000000,6
3541,8.10,0.260,0.27,4.30,0.030,43.0,123.0,0.992120,3.16,0.33,11.200000,6
3542,6.60,0.230,0.37,8.50,0.036,46.0,153.0,0.995760,3.20,0.48,9.400000,6
3543,6.00,0.330,0.20,1.80,0.031,49.0,159.0,0.991900,3.41,0.53,11.000000,6
3544,6.00,0.330,0.20,1.80,0.031,49.0,159.0,0.991900,3.41,0.53,11.000000,6
3545,7.30,0.200,0.29,19.50,0.039,69.0,237.0,1.000370,3.10,0.48,9.200000,6
3546,6.60,0.230,0.37,8.50,0.036,46.0,153.0,0.995760,3.20,0.48,9.400000,6
3547,7.30,0.200,0.29,19.90,0.039,69.0,237.0,1.000370,3.10,0.48,9.200000,6
3548,6.20,0.470,0.19,8.30,0.029,24.0,142.0,0.992000,3.22,0.45,12.300000,6
3549,6.00,0.330,0.20,1.80,0.031,49.0,159.0,0.991900,3.41,0.53,11.000000,6
3550,7.20,0.140,0.32,1.10,0.022,48.0,116.0,0.992180,3.04,0.67,10.000000,6
3551,5.70,0.220,0.22,16.65,0.044,39.0,110.0,0.998550,3.24,0.48,9.000000,6
3552,5.70,0.220,0.22,16.65,0.044,39.0,110.0,0.998550,3.24,0.48,9.000000,6
3553,5.70,0.220,0.22,16.65,0.044,39.0,110.0,0.998550,3.24,0.48,9.000000,6
3554,8.10,0.200,0.28,0.90,0.023,49.0,87.0,0.990620,2.92,0.36,11.100000,6
3555,5.80,0.140,0.15,6.10,0.042,27.0,123.0,0.993620,3.06,0.60,9.900000,6
3556,4.80,0.210,0.21,10.20,0.037,17.0,112.0,0.993240,3.66,0.48,12.200000,7
3557,8.10,0.200,0.28,0.90,0.023,49.0,87.0,0.990620,2.92,0.36,11.100000,6
3558,5.70,0.220,0.22,16.65,0.044,39.0,110.0,0.998550,3.24,0.48,9.000000,6
3559,7.50,0.340,0.24,3.85,0.031,5.0,34.0,0.990980,3.01,0.36,11.800000,4
3560,6.60,0.640,0.28,4.40,0.032,19.0,78.0,0.990360,3.11,0.62,12.900000,6
3561,7.00,0.480,0.12,4.50,0.050,23.0,86.0,0.993980,2.86,0.35,9.000000,5
3562,7.60,0.370,0.34,3.20,0.028,42.0,162.0,0.990300,3.01,0.33,12.400000,6
3563,7.00,0.480,0.12,4.50,0.050,23.0,86.0,0.993980,2.86,0.35,9.000000,5
3564,6.60,0.640,0.28,4.40,0.032,19.0,78.0,0.990360,3.11,0.62,12.900000,6
3565,8.00,0.250,0.27,9.70,0.036,15.0,85.0,0.994060,2.99,0.36,11.200000,6
3566,7.60,0.380,0.28,4.20,0.029,7.0,112.0,0.990600,3.00,0.41,12.600000,6
3567,6.90,0.260,0.27,4.20,0.031,20.0,80.0,0.990890,3.12,0.39,11.500000,6
3568,7.80,0.150,0.34,1.10,0.035,31.0,93.0,0.990960,3.07,0.72,11.300000,7
3569,8.00,0.250,0.27,9.70,0.036,15.0,85.0,0.994060,2.99,0.36,11.200000,6
3570,6.90,0.260,0.27,4.20,0.031,20.0,80.0,0.990890,3.12,0.39,11.500000,6
3571,5.90,0.655,0.00,5.60,0.033,8.0,31.0,0.993600,3.32,0.51,10.500000,4
3572,7.60,0.380,0.28,4.20,0.029,7.0,112.0,0.990600,3.00,0.41,12.600000,6
3573,7.80,0.310,0.40,1.60,0.027,20.0,87.0,0.991100,3.15,0.48,11.900000,6
3574,8.10,0.170,0.21,1.60,0.036,24.0,119.0,0.993960,3.18,0.52,10.100000,6
3575,6.80,0.180,0.28,1.10,0.027,32.0,112.0,0.990890,3.15,0.45,11.000000,7
3576,7.40,0.280,0.36,14.60,0.048,35.0,161.0,0.996800,3.14,0.56,10.600000,5
3577,7.30,0.230,0.27,2.60,0.035,39.0,120.0,0.991380,3.04,0.59,11.300000,7
3578,6.70,0.220,0.22,1.20,0.038,5.0,124.0,0.990980,3.10,0.37,11.200000,4
3579,7.40,0.250,0.28,7.25,0.028,14.0,78.0,0.992380,2.94,0.37,11.500000,7
3580,7.50,0.300,0.21,6.55,0.026,33.0,143.0,0.992440,2.92,0.35,11.100000,5
3581,7.20,0.260,0.24,7.00,0.023,19.0,130.0,0.991760,3.14,0.49,12.800000,7
3582,6.30,0.320,0.32,1.50,0.037,12.0,76.0,0.989930,3.30,0.46,12.300000,6
3583,7.70,0.240,0.30,1.40,0.041,15.0,102.0,0.992900,3.26,0.53,10.400000,6
3584,7.40,0.250,0.28,7.25,0.028,14.0,78.0,0.992380,2.94,0.37,11.500000,7
3585,7.00,0.240,0.35,1.00,0.032,42.0,104.0,0.989880,3.16,0.37,11.700000,7
3586,5.80,0.280,0.28,4.20,0.044,52.0,158.0,0.992000,3.35,0.44,10.700000,7
3587,6.80,0.190,0.71,17.50,0.042,21.0,114.0,0.997840,2.85,0.50,9.500000,6
3588,6.80,0.190,0.71,17.50,0.042,21.0,114.0,0.997840,2.85,0.50,9.500000,6
3589,6.80,0.190,0.71,17.50,0.042,21.0,114.0,0.997840,2.85,0.50,9.500000,6
3590,6.60,0.190,0.35,1.50,0.037,37.0,107.0,0.990060,3.18,0.68,12.000000,7
3591,6.40,0.280,0.36,1.30,0.053,28.0,186.0,0.992110,3.31,0.45,10.800000,5
3592,5.60,0.280,0.27,3.90,0.043,52.0,158.0,0.992020,3.35,0.44,10.700000,7
3593,5.60,0.280,0.28,4.20,0.044,52.0,158.0,0.992000,3.35,0.44,10.700000,7
3594,6.80,0.190,0.32,7.60,0.049,37.0,107.0,0.993320,3.12,0.44,10.700000,7
3595,7.20,0.160,0.29,1.00,0.031,40.0,123.0,0.989580,3.12,0.40,12.100000,7
3596,6.60,0.170,0.28,1.10,0.034,55.0,108.0,0.989390,3.00,0.52,11.900000,7
3597,6.60,0.190,0.28,11.80,0.042,54.0,137.0,0.994920,3.18,0.37,10.800000,6
3598,5.80,0.200,0.24,1.40,0.033,65.0,169.0,0.990430,3.59,0.56,12.300000,7
3599,6.60,0.390,0.38,9.70,0.053,49.0,226.0,0.997870,3.30,0.57,9.400000,6
3600,6.80,0.120,0.30,12.90,0.049,32.0,88.0,0.996540,3.20,0.35,9.900000,6
3601,6.60,0.295,0.24,1.60,0.039,29.0,140.0,0.993040,3.35,0.61,10.400000,7
3602,6.60,0.260,0.24,7.20,0.038,28.0,137.0,0.995200,3.35,0.60,10.400000,6
3603,7.00,0.320,0.27,7.10,0.027,37.0,122.0,0.991650,3.15,0.60,12.600000,7
3604,7.40,0.360,0.23,1.90,0.017,31.0,69.0,0.989200,2.93,0.36,12.500000,6
3605,6.70,0.350,0.48,8.80,0.056,35.0,167.0,0.996280,3.04,0.47,9.400000,5
3606,6.40,0.380,0.24,7.20,0.047,41.0,151.0,0.996040,3.11,0.60,9.200000,5
3607,6.80,0.140,0.18,1.40,0.047,30.0,90.0,0.991640,3.27,0.54,11.200000,6
3608,7.00,0.160,0.25,14.30,0.044,27.0,149.0,0.998000,2.91,0.46,9.200000,6
3609,7.00,0.160,0.25,14.30,0.044,27.0,149.0,0.998000,2.91,0.46,9.200000,6
3610,6.70,0.350,0.48,8.80,0.056,35.0,167.0,0.996280,3.04,0.47,9.400000,5
3611,6.80,0.140,0.18,1.40,0.047,30.0,90.0,0.991640,3.27,0.54,11.200000,6
3612,6.80,0.160,0.18,1.80,0.046,31.0,114.0,0.992260,3.27,0.55,10.800000,6
3613,7.00,0.160,0.25,14.30,0.044,27.0,149.0,0.998000,2.91,0.46,9.200000,6
3614,6.40,0.380,0.24,7.20,0.047,41.0,151.0,0.996040,3.11,0.60,9.200000,5
3615,7.20,0.240,0.30,1.20,0.037,11.0,95.0,0.989140,2.96,0.36,12.500000,6
3616,7.70,0.320,0.61,11.80,0.041,66.0,188.0,0.997940,3.00,0.54,9.300000,5
3617,7.00,0.290,0.33,0.90,0.041,20.0,117.0,0.990480,3.21,0.50,11.400000,5
3618,7.10,0.270,0.24,12.60,0.044,48.0,118.0,0.997260,3.04,0.56,10.000000,7
3619,6.80,0.450,0.28,26.05,0.031,27.0,122.0,1.002950,3.06,0.42,10.600000,6
3620,6.30,0.200,0.26,4.70,0.040,108.0,168.0,0.992780,3.07,0.75,10.700000,7
3621,7.10,0.270,0.24,12.60,0.044,48.0,118.0,0.997260,3.04,0.56,10.000000,7
3622,7.20,0.240,0.30,1.20,0.037,11.0,95.0,0.989140,2.96,0.36,12.500000,6
3623,6.80,0.450,0.28,26.05,0.031,27.0,122.0,1.002950,3.06,0.42,10.600000,6
3624,6.60,0.360,0.28,6.10,0.029,12.0,93.0,0.990540,3.19,0.27,12.800000,7
3625,7.70,0.320,0.61,11.80,0.041,66.0,188.0,0.997940,3.00,0.54,9.300000,5
3626,7.00,0.290,0.33,0.90,0.041,20.0,117.0,0.990480,3.21,0.50,11.400000,5
3627,6.40,0.370,0.20,5.60,0.117,61.0,183.0,0.994590,3.24,0.43,9.500000,5
3628,6.40,0.380,0.20,5.30,0.117,57.0,181.0,0.994590,3.24,0.43,9.500000,6
3629,6.40,0.360,0.20,5.70,0.118,61.0,172.0,0.994600,3.24,0.43,9.500000,6
3630,6.60,0.300,0.25,8.00,0.036,21.0,124.0,0.993620,3.06,0.38,10.800000,6
3631,6.60,0.300,0.25,8.00,0.036,21.0,124.0,0.993620,3.06,0.38,10.800000,6
3632,6.50,0.210,0.51,17.60,0.045,34.0,125.0,0.999660,3.20,0.47,8.800000,6
3633,6.60,0.300,0.25,8.00,0.036,21.0,124.0,0.993620,3.06,0.38,10.800000,6
3634,7.60,0.310,0.27,8.80,0.021,57.0,156.0,0.994420,3.08,0.38,11.000000,7
3635,5.80,0.580,0.00,1.50,0.020,33.0,96.0,0.989180,3.29,0.38,12.400000,6
3636,6.50,0.260,0.39,1.40,0.020,12.0,66.0,0.990890,3.25,0.75,11.300000,7
3637,8.70,0.300,0.34,4.80,0.018,23.0,127.0,0.994740,3.12,0.49,11.200000,7
3638,6.40,0.290,0.32,2.40,0.014,34.0,89.0,0.990080,3.24,0.66,12.500000,7
3639,6.70,0.130,0.32,3.70,0.017,32.0,99.0,0.993480,3.12,0.44,10.000000,6
3640,6.80,0.190,0.33,4.90,0.047,42.0,130.0,0.992830,3.12,0.56,11.000000,6
3641,6.00,0.250,0.40,5.70,0.052,56.0,152.0,0.993980,3.16,0.88,10.500000,6
3642,6.00,0.250,0.40,5.70,0.052,56.0,152.0,0.993980,3.16,0.88,10.500000,6
3643,6.80,0.190,0.33,4.90,0.047,42.0,130.0,0.992830,3.12,0.56,11.000000,6
3644,6.40,0.240,0.23,2.00,0.046,30.0,133.0,0.990800,3.12,0.54,11.400000,7
3645,5.90,0.180,0.28,5.10,0.039,50.0,139.0,0.991650,3.16,0.44,11.300000,6
3646,7.20,0.330,0.22,4.50,0.031,10.0,73.0,0.990760,2.97,0.52,12.200000,7
3647,6.40,0.290,0.24,3.20,0.037,31.0,95.0,0.989420,2.90,0.66,12.600000,7
3648,7.30,0.310,0.25,6.65,0.032,30.0,138.0,0.992440,2.90,0.37,11.100000,5
3649,7.00,0.290,0.37,1.60,0.035,34.0,126.0,0.990580,3.26,0.47,12.300000,6
3650,6.90,0.190,0.60,4.00,0.037,6.0,122.0,0.992550,2.92,0.59,10.400000,4
3651,6.30,0.320,0.17,17.75,0.060,51.0,190.0,0.999160,3.13,0.48,8.800000,6
3652,6.60,0.085,0.33,1.40,0.036,17.0,109.0,0.993060,3.27,0.61,9.500000,6
3653,6.30,0.320,0.17,17.75,0.060,51.0,190.0,0.999160,3.13,0.48,8.800000,6
3654,6.80,0.180,0.32,7.20,0.047,17.0,109.0,0.994980,3.42,0.44,10.400000,6
3655,6.80,0.520,0.26,5.70,0.038,27.0,130.0,0.990000,3.11,0.27,13.000000,7
3656,7.10,0.280,0.28,8.50,0.030,25.0,191.0,0.993380,3.16,0.46,12.200000,7
3657,5.70,0.150,0.47,11.40,0.035,49.0,128.0,0.994560,3.03,0.34,10.500000,8
3658,5.80,0.275,0.30,5.40,0.043,41.0,149.0,0.992600,3.33,0.42,10.800000,7
3659,5.40,0.530,0.16,2.70,0.036,34.0,128.0,0.988560,3.20,0.53,13.200000,8
3660,5.80,0.320,0.28,4.30,0.032,46.0,115.0,0.989460,3.16,0.57,13.000000,8
3661,6.70,0.220,0.39,1.20,0.049,26.0,152.0,0.993460,3.50,0.47,10.000000,6
3662,6.10,0.600,0.12,1.80,0.050,11.0,76.0,0.992680,3.42,0.48,10.400000,4
3663,6.50,0.260,0.31,1.30,0.034,59.0,145.0,0.989440,3.16,0.54,12.400000,6
3664,5.00,0.290,0.54,5.70,0.035,54.0,155.0,0.989760,3.27,0.34,12.900000,8
3665,5.40,0.530,0.16,2.70,0.036,34.0,128.0,0.988560,3.20,0.53,13.200000,8
3666,6.80,0.210,0.26,11.70,0.038,61.0,152.0,0.995230,3.02,0.56,10.500000,7
3667,5.80,0.320,0.28,4.30,0.032,46.0,115.0,0.989460,3.16,0.57,13.000000,8
3668,6.50,0.270,0.26,11.00,0.030,2.0,82.0,0.994020,3.07,0.36,11.200000,5
3669,5.90,0.370,0.32,1.60,0.029,41.0,102.0,0.989160,3.41,0.55,12.700000,7
3670,6.20,0.210,0.18,11.60,0.044,61.0,155.0,0.996550,3.14,0.52,9.400000,6
3671,6.80,0.300,0.29,6.20,0.025,29.0,95.0,0.990710,3.03,0.32,12.900000,7
3672,7.30,0.410,0.29,1.80,0.032,26.0,74.0,0.988890,2.96,0.35,13.000000,8
3673,5.40,0.300,0.30,1.20,0.029,25.0,93.0,0.987420,3.31,0.40,13.600000,7
3674,6.60,0.340,0.20,1.00,0.053,26.0,112.0,0.993360,3.32,0.55,9.100000,5
3675,5.60,0.250,0.19,2.40,0.049,42.0,166.0,0.992000,3.25,0.43,10.400000,6
3676,5.30,0.300,0.30,1.20,0.029,25.0,93.0,0.987420,3.31,0.40,13.600000,7
3677,6.90,0.580,0.58,8.20,0.032,29.0,169.0,0.992750,3.28,0.44,12.200000,6
3678,7.20,0.230,0.25,18.80,0.085,19.0,111.0,1.000440,3.10,0.51,8.700000,5
3679,7.10,0.200,0.27,9.60,0.037,19.0,105.0,0.994440,3.04,0.37,10.500000,7
3680,6.80,0.150,0.41,12.90,0.044,79.5,183.0,0.997420,3.24,0.78,10.200000,6
3681,7.00,0.220,0.26,9.20,0.027,37.0,122.0,0.992280,3.06,0.34,12.500000,8
3682,6.40,0.160,0.44,1.20,0.051,39.0,122.0,0.990580,3.11,0.75,11.300000,7
3683,6.80,0.150,0.41,12.90,0.044,79.5,183.0,0.997420,3.24,0.78,10.200000,6
3684,6.80,0.310,0.30,8.00,0.028,33.0,122.0,0.991640,3.13,0.63,12.600000,7
3685,6.80,0.150,0.41,12.90,0.044,79.5,183.0,0.997420,3.24,0.78,10.200000,6
3686,7.60,0.300,0.37,1.60,0.087,27.0,177.0,0.994380,3.09,0.50,9.800000,5
3687,6.00,0.160,0.27,12.00,0.030,39.0,98.0,0.994020,3.15,0.34,10.800000,5
3688,7.10,0.210,0.35,2.50,0.040,41.0,186.0,0.991280,3.32,0.56,12.500000,6
3689,7.00,0.220,0.26,9.20,0.027,37.0,122.0,0.992280,3.06,0.34,12.500000,8
3690,5.60,0.210,0.24,4.40,0.027,37.0,150.0,0.991000,3.30,0.31,11.500000,7
3691,7.40,0.220,0.26,8.80,0.027,23.0,112.0,0.993100,2.98,0.41,11.400000,6
3692,7.10,0.200,0.27,9.60,0.037,19.0,105.0,0.994440,3.04,0.37,10.500000,7
3693,6.80,0.310,0.30,8.00,0.028,33.0,122.0,0.991640,3.13,0.63,12.600000,7
3694,7.20,0.230,0.25,18.80,0.085,19.0,111.0,1.000440,3.10,0.51,8.700000,5
3695,6.40,0.150,0.40,1.30,0.053,61.0,146.0,0.991120,3.17,0.68,11.000000,6
3696,6.40,0.160,0.44,1.20,0.051,39.0,122.0,0.990580,3.11,0.75,11.300000,7
3697,6.80,0.150,0.41,12.90,0.044,79.5,182.0,0.997420,3.24,0.78,10.200000,6
3698,6.30,0.220,0.34,1.20,0.036,32.0,96.0,0.989610,3.06,0.74,11.600000,6
3699,7.60,0.300,0.37,1.60,0.087,27.0,177.0,0.994380,3.09,0.50,9.800000,5
3700,7.00,0.300,0.27,1.50,0.076,24.0,145.0,0.993440,3.10,0.52,10.100000,5
3701,6.60,0.260,0.22,18.15,0.050,23.0,139.0,0.999040,3.06,0.50,9.200000,5
3702,7.50,0.240,0.31,13.10,0.050,26.0,180.0,0.998840,3.05,0.53,9.100000,6
3703,7.50,0.240,0.31,13.10,0.050,26.0,180.0,0.998840,3.05,0.53,9.100000,6
3704,7.50,0.240,0.31,13.10,0.050,26.0,180.0,0.998840,3.05,0.53,9.100000,6
3705,7.50,0.240,0.31,13.10,0.050,26.0,180.0,0.998840,3.05,0.53,9.100000,6
3706,6.60,0.150,0.34,1.00,0.037,45.0,79.0,0.989490,2.96,0.50,11.700000,6
3707,6.70,0.340,0.43,1.60,0.041,29.0,114.0,0.990140,3.23,0.44,12.600000,6
3708,7.70,0.350,0.46,11.80,0.088,61.0,183.0,0.997860,2.86,0.47,9.000000,5
3709,6.70,0.310,0.09,1.40,0.039,53.0,141.0,0.992060,3.12,0.44,10.100000,5
3710,4.70,0.670,0.09,1.00,0.020,5.0,9.0,0.987220,3.30,0.34,13.600000,5
3711,7.50,0.240,0.31,13.10,0.050,26.0,180.0,0.998840,3.05,0.53,9.100000,6
3712,6.30,0.200,0.18,10.60,0.045,57.0,159.0,0.996660,3.09,0.54,9.200000,5
3713,6.60,0.280,0.23,10.40,0.049,45.0,190.0,0.997540,3.12,0.51,8.800000,5
3714,8.50,0.180,0.30,1.10,0.028,34.0,95.0,0.992720,2.83,0.36,10.000000,4
3715,6.50,0.350,0.38,7.40,0.036,20.0,196.0,0.997120,3.47,0.48,9.100000,6
3716,6.80,0.220,0.26,1.20,0.041,29.0,182.0,0.991040,3.04,0.35,11.200000,5
3717,6.30,0.180,0.24,3.40,0.053,20.0,119.0,0.993730,3.11,0.52,9.200000,6
3718,6.60,0.260,0.22,18.15,0.050,23.0,139.0,0.999040,3.06,0.50,9.200000,5
3719,6.60,0.300,0.45,8.00,0.038,54.0,200.0,0.995600,3.18,0.48,9.500000,5
3720,6.30,0.340,0.27,2.50,0.024,40.0,152.0,0.990950,3.35,0.60,11.900000,7
3721,7.70,0.300,0.23,2.00,0.068,28.0,138.0,0.993820,3.11,0.62,9.800000,5
3722,7.70,0.310,0.23,2.00,0.069,29.0,134.0,0.993820,3.11,0.62,9.800000,5
3723,5.70,0.265,0.28,6.90,0.036,46.0,150.0,0.992990,3.36,0.44,10.800000,7
3724,5.40,0.255,0.33,1.20,0.051,29.0,122.0,0.990480,3.37,0.66,11.300000,6
3725,6.60,0.260,0.28,9.40,0.028,13.0,121.0,0.992540,3.17,0.34,12.100000,6
3726,4.80,0.170,0.28,2.90,0.030,22.0,111.0,0.990200,3.38,0.34,11.300000,7
3727,5.70,0.265,0.28,6.90,0.036,46.0,150.0,0.992990,3.36,0.44,10.800000,7
3728,6.20,0.200,0.33,5.40,0.028,21.0,75.0,0.990120,3.36,0.41,13.500000,7
3729,7.50,0.280,0.41,1.30,0.044,11.0,126.0,0.992930,3.28,0.45,10.300000,5
3730,6.20,0.220,0.20,20.80,0.035,58.0,184.0,1.000220,3.11,0.53,9.000000,6
3731,7.00,0.340,0.26,10.30,0.041,51.0,166.0,0.993820,3.08,0.35,11.600000,6
3732,7.50,0.280,0.41,1.30,0.044,11.0,126.0,0.992930,3.28,0.45,10.300000,5
3733,6.50,0.190,0.34,1.60,0.029,39.0,116.0,0.989540,3.21,0.68,12.500000,6
3734,6.00,0.210,0.29,13.10,0.042,28.0,125.0,0.999360,3.39,0.45,8.600000,5
3735,6.10,0.220,0.46,1.80,0.160,34.0,74.0,0.988400,3.19,0.33,13.400000,6
3736,6.50,0.320,0.48,8.00,0.026,18.0,88.0,0.991440,3.22,0.79,12.700000,4
3737,7.10,0.210,0.72,1.60,0.167,65.0,120.0,0.993240,2.97,0.51,9.200000,5
3738,5.60,0.260,0.18,1.40,0.034,18.0,135.0,0.991740,3.32,0.35,10.200000,6
3739,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3740,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3741,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3742,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3743,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3744,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3745,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3746,7.40,0.270,0.28,1.80,0.040,45.0,121.0,0.990430,3.02,0.40,11.900000,5
3747,6.80,0.220,0.30,10.60,0.070,67.0,194.0,0.996540,2.89,0.42,9.000000,6
3748,6.20,0.240,0.25,12.50,0.055,47.0,134.0,0.997580,3.30,0.51,9.000000,5
3749,6.30,0.280,0.29,6.80,0.051,40.0,143.0,0.993740,3.43,0.59,11.000000,6
3750,7.00,0.150,0.28,14.70,0.051,29.0,149.0,0.997920,2.96,0.39,9.000000,7
3751,5.50,0.170,0.23,2.90,0.039,10.0,108.0,0.992430,3.28,0.50,10.000000,5
3752,6.50,0.260,0.34,1.40,0.040,25.0,184.0,0.992160,3.29,0.46,10.700000,5
3753,6.60,0.270,0.33,1.40,0.042,24.0,183.0,0.992150,3.29,0.46,10.700000,5
3754,5.40,0.460,0.15,2.10,0.026,29.0,130.0,0.989530,3.39,0.77,13.400000,8
3755,7.80,0.190,0.32,7.40,0.015,47.0,124.0,0.992780,2.99,0.39,11.000000,6
3756,5.50,0.170,0.23,2.90,0.039,10.0,108.0,0.992430,3.28,0.50,10.000000,5
3757,6.50,0.260,0.34,1.40,0.040,25.0,184.0,0.992160,3.29,0.46,10.700000,5
3758,6.60,0.270,0.33,1.40,0.042,24.0,183.0,0.992150,3.29,0.46,10.700000,5
3759,7.80,0.190,0.32,7.40,0.015,47.0,124.0,0.992780,2.99,0.39,11.000000,6
3760,7.80,0.200,0.32,5.00,0.016,31.0,101.0,0.991860,2.99,0.39,11.000000,6
3761,6.10,0.170,0.28,2.50,0.028,22.0,98.0,0.990720,3.16,0.37,11.100000,7
3762,7.40,0.200,0.35,6.10,0.025,10.0,40.0,0.992440,2.79,0.52,10.900000,5
